Finding Title,Finding Description & Remediation,status,First Seen,severity,confidence,triage_state,triaged_at,triage_comment,state_updated_at,repository,location
javascript.lang.security.audit.path-traversal.path-join-resolve-traversal.path-join-resolve-traversal,"Detected possible user input going into a `path.join` or `path.resolve` function. This could possibly lead to a path traversal vulnerability,  where the attacker can access arbitrary files stored in the file system. Instead, be sure to sanitize or validate user input first.",open,2024-08-10T17:44:51.638332Z,medium,low,untriaged,,,2024-08-10 17:44:51.615046+00:00,"{'name': 'Semgrep-Demo/juice-shop', 'url': 'https://github.com/Semgrep-Demo/juice-shop'}","{'file_path': 'routes/fileServer.ts', 'line': 33, 'column': 41, 'end_line': 33, 'end_column': 45}"
javascript.express.mongodb.express-mongo-nosqli.express-mongo-nosqli,Detected a `../data/mongodb` statement that comes from a `req` argument. This could lead to NoSQL injection if the variable is user-controlled and is not properly sanitized. Be sure to properly sanitize the data if you absolutely must pass request data into a mongo query.,open,2024-08-10T17:44:51.638332Z,high,medium,untriaged,,,2024-08-10 17:44:51.615032+00:00,"{'name': 'Semgrep-Demo/juice-shop', 'url': 'https://github.com/Semgrep-Demo/juice-shop'}","{'file_path': 'routes/dataExport.ts', 'line': 61, 'column': 32, 'end_line': 61, 'end_column': 55}"
javascript.express.mongodb.express-mongo-nosqli.express-mongo-nosqli,Detected a `../data/mongodb` statement that comes from a `req` argument. This could lead to NoSQL injection if the variable is user-controlled and is not properly sanitized. Be sure to properly sanitize the data if you absolutely must pass request data into a mongo query.,open,2024-08-10T17:44:51.638332Z,high,medium,untriaged,,,2024-08-10 17:44:51.615018+00:00,"{'name': 'Semgrep-Demo/juice-shop', 'url': 'https://github.com/Semgrep-Demo/juice-shop'}","{'file_path': 'routes/dataExport.ts', 'line': 80, 'column': 35, 'end_line': 80, 'end_column': 52}"
javascript.express.mongodb.express-mongo-nosqli.express-mongo-nosqli,Detected a `../data/mongodb` statement that comes from a `req` argument. This could lead to NoSQL injection if the variable is user-controlled and is not properly sanitized. Be sure to properly sanitize the data if you absolutely must pass request data into a mongo query.,open,2024-08-10T17:44:51.638332Z,high,medium,untriaged,,,2024-08-10 17:44:51.615004+00:00,"{'name': 'Semgrep-Demo/juice-shop', 'url': 'https://github.com/Semgrep-Demo/juice-shop'}","{'file_path': 'routes/likeProductReviews.ts', 'line': 18, 'column': 34, 'end_line': 18, 'end_column': 45}"
javascript.express.mongodb.express-mongo-nosqli.express-mongo-nosqli,Detected a `../data/mongodb` statement that comes from a `req` argument. This could lead to NoSQL injection if the variable is user-controlled and is not properly sanitized. Be sure to properly sanitize the data if you absolutely must pass request data into a mongo query.,open,2024-08-10T17:44:51.638332Z,high,medium,untriaged,,,2024-08-10 17:44:51.614990+00:00,"{'name': 'Semgrep-Demo/juice-shop', 'url': 'https://github.com/Semgrep-Demo/juice-shop'}","{'file_path': 'routes/likeProductReviews.ts', 'line': 25, 'column': 13, 'end_line': 25, 'end_column': 24}"
javascript.express.mongodb.express-mongo-nosqli.express-mongo-nosqli,Detected a `../data/mongodb` statement that comes from a `req` argument. This could lead to NoSQL injection if the variable is user-controlled and is not properly sanitized. Be sure to properly sanitize the data if you absolutely must pass request data into a mongo query.,open,2024-08-10T17:44:51.638332Z,high,medium,untriaged,,,2024-08-10 17:44:51.614977+00:00,"{'name': 'Semgrep-Demo/juice-shop', 'url': 'https://github.com/Semgrep-Demo/juice-shop'}","{'file_path': 'routes/likeProductReviews.ts', 'line': 31, 'column': 46, 'end_line': 31, 'end_column': 57}"
javascript.express.mongodb.express-mongo-nosqli.express-mongo-nosqli,Detected a `../data/mongodb` statement that comes from a `req` argument. This could lead to NoSQL injection if the variable is user-controlled and is not properly sanitized. Be sure to properly sanitize the data if you absolutely must pass request data into a mongo query.,open,2024-08-10T17:44:51.638332Z,high,medium,untriaged,,,2024-08-10 17:44:51.614963+00:00,"{'name': 'Semgrep-Demo/juice-shop', 'url': 'https://github.com/Semgrep-Demo/juice-shop'}","{'file_path': 'routes/likeProductReviews.ts', 'line': 42, 'column': 21, 'end_line': 42, 'end_column': 32}"
javascript.express.mongodb.express-mongo-nosqli.express-mongo-nosqli,Detected a `../data/mongodb` statement that comes from a `req` argument. This could lead to NoSQL injection if the variable is user-controlled and is not properly sanitized. Be sure to properly sanitize the data if you absolutely must pass request data into a mongo query.,open,2024-08-10T17:44:51.638332Z,high,medium,untriaged,,,2024-08-10 17:44:51.614949+00:00,"{'name': 'Semgrep-Demo/juice-shop', 'url': 'https://github.com/Semgrep-Demo/juice-shop'}","{'file_path': 'routes/orderHistory.ts', 'line': 17, 'column': 49, 'end_line': 17, 'end_column': 72}"
javascript.express.mongodb.express-mongo-nosqli.express-mongo-nosqli,Detected a `../data/mongodb` statement that comes from a `req` argument. This could lead to NoSQL injection if the variable is user-controlled and is not properly sanitized. Be sure to properly sanitize the data if you absolutely must pass request data into a mongo query.,open,2024-08-10T17:44:51.638332Z,high,medium,untriaged,,,2024-08-10 17:44:51.614936+00:00,"{'name': 'Semgrep-Demo/juice-shop', 'url': 'https://github.com/Semgrep-Demo/juice-shop'}","{'file_path': 'routes/orderHistory.ts', 'line': 36, 'column': 35, 'end_line': 36, 'end_column': 57}"
javascript.express.mongodb.express-mongo-nosqli.express-mongo-nosqli,Detected a `../data/mongodb` statement that comes from a `req` argument. This could lead to NoSQL injection if the variable is user-controlled and is not properly sanitized. Be sure to properly sanitize the data if you absolutely must pass request data into a mongo query.,open,2024-08-10T17:44:51.638332Z,high,medium,untriaged,,,2024-08-10 17:44:51.614922+00:00,"{'name': 'Semgrep-Demo/juice-shop', 'url': 'https://github.com/Semgrep-Demo/juice-shop'}","{'file_path': 'routes/showProductReviews.ts', 'line': 34, 'column': 31, 'end_line': 34, 'end_column': 66}"
